sector,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,sector_group
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,4.4,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,4.6,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,5.2,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,5.1,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,5.0,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,4.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,5.6,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,6.6,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,4.9,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2013,4.6,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2014,5.9,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2015,4.4,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2016,3.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2017,5.0,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2018,5.1,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2019,4.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2020,3.8,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2021,3.9,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2022,4.1,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2023,3.8,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2024,3.3,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2022,14.7,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2023,15.6,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2010,6.7,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2013,9.3,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2015,6.3,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2016,6.2,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2017,6.1,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2018,6.8,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2019,6.3,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2020,6.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2021,5.7,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,LU,LUXEMBOURG,2022,7.1,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2008,4.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2009,4.4,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2010,4.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2011,6.2,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2012,6.2,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2013,4.1,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2014,4.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2015,4.3,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2016,4.7,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2017,4.4,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2018,5.0,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2019,5.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2020,6.0,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2021,6.9,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2022,9.1,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2023,10.0,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2024,8.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2018,6.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,SE,SWEDEN,2012,6.5,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,SE,SWEDEN,2013,6.9,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,SE,SWEDEN,2014,7.4,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,SE,SWEDEN,2015,5.6,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,SE,SWEDEN,2016,5.4,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,SE,SWEDEN,2017,5.0,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,SE,SWEDEN,2021,6.1,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,UK,UNITED KINGDOM,2011,3.0,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,UK,UNITED KINGDOM,2012,2.2,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,UK,UNITED KINGDOM,2013,2.4,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,UK,UNITED KINGDOM,2014,2.8,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,UK,UNITED KINGDOM,2015,3.4,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,UK,UNITED KINGDOM,2016,4.3,UNKNOWN
NO RESPONSE,PERCENTAGE OF TOTAL EMPLOYMENT,UK,UNITED KINGDOM,2017,4.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2011,10.0,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2012,9.5,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2013,8.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2014,6.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2015,5.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2016,6.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2017,6.0,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2018,6.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2019,7.3,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2020,5.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2021,13.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2022,19.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2023,15.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,CH,SWITZERLAND,2024,11.0,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2008,31.0,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2009,37.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2010,42.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2011,59.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,57.1,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,41.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,49.3,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,49.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,53.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,62.6,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,72.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,75.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,83.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,62.6,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,46.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,41.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,46.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2013,9.5,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2014,15.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2015,14.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2016,11.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2017,16.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2018,19.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2019,18.1,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2020,14.3,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2021,30.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2022,17.6,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2023,9.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,FR,FRANCE,2024,17.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,HR,CROATIA,2022,1.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,HR,CROATIA,2023,1.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2010,0.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2013,0.6,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2015,1.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2016,1.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2017,2.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2018,1.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2019,1.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2020,1.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2021,0.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,LU,LUXEMBOURG,2022,0.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2008,21.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2009,29.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2010,35.5,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2011,55.1,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2012,51.9,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2013,28.3,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2014,28.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2015,27.6,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2016,32.1,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2017,36.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2018,42.6,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2019,49.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2020,56.0,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2021,13.1,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2022,19.0,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2023,19.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,NL,NETHERLANDS,2024,17.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,PL,POLAND,2018,5.3,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,SE,SWEDEN,2012,1.6,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,SE,SWEDEN,2013,1.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,SE,SWEDEN,2014,2.0,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,SE,SWEDEN,2015,1.8,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,SE,SWEDEN,2016,1.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,SE,SWEDEN,2017,1.3,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,SE,SWEDEN,2021,4.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,UK,UNITED KINGDOM,2011,6.1,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,UK,UNITED KINGDOM,2012,6.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,UK,UNITED KINGDOM,2013,6.7,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,UK,UNITED KINGDOM,2014,7.4,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,UK,UNITED KINGDOM,2015,7.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,UK,UNITED KINGDOM,2016,7.2,UNKNOWN
NO RESPONSE,THOUSAND PERSONS,UK,UNITED KINGDOM,2017,7.7,UNKNOWN
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2008,2.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2009,2.2,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2010,2.4,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2011,2.2,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2012,2.1,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2013,2.4,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2014,2.4,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2015,2.7,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2016,2.5,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2017,2.6,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2018,3.4,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2019,2.9,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2020,2.7,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2021,2.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2022,3.2,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2023,2.9,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2024,2.9,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BA,BOSNIA AND HERZEGOVINA,2021,0.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BA,BOSNIA AND HERZEGOVINA,2022,0.9,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BA,BOSNIA AND HERZEGOVINA,2023,1.0,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BA,BOSNIA AND HERZEGOVINA,2024,1.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2008,2.2,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2009,2.0,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2010,3.0,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2011,2.3,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2012,2.6,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2013,2.2,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2014,2.9,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2015,2.7,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2016,2.6,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2017,2.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2018,3.0,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2019,3.1,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2020,3.6,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2021,4.0,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2022,3.5,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2023,3.9,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2024,4.1,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2008,1.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2011,1.6,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2012,1.7,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2013,1.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2014,2.2,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2015,2.1,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2016,1.9,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2017,1.7,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2018,1.6,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2019,1.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2020,1.8,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2021,2.1,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2022,2.1,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2023,1.5,PUBLIC_SERVICES
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2024,1.9,PUBLIC_SERVICES
