work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_type,role_category,salary_band,international_job
2023,SE,FT,ML Engineer,192000,United States Dollar,192000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,ML Engineer,164000,United States Dollar,164000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Business Intelligence Engineer,150000,United States Dollar,150000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Business Intelligence Engineer,141000,United States Dollar,141000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Analytics Engineer,267000,United States Dollar,267000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Analytics Engineer,205000,United States Dollar,205000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Research Scientist,147100,United States Dollar,147100,United States,Unknown,United States,M,Unknown,Research,High,False
2023,SE,FT,Research Scientist,90700,United States Dollar,90700,United States,Unknown,United States,M,Unknown,Research,Low,False
2023,SE,FT,Data Analyst,72000,United States Dollar,72000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Analyst,55000,British Pound Sterling,67672,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Engineer,141000,United States Dollar,141000,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,EN,FT,Cloud Data Engineer,144000,British Pound Sterling,177177,United Kingdom,Unknown,United Kingdom,L,Unknown,Data Engineer,High,False
2023,SE,FT,Data Scientist,142000,United States Dollar,142000,United States,Unknown,United States,S,Unknown,Data Scientist,High,False
2023,MI,CT,Machine Learning Engineer,105000,United States Dollar,105000,United States,Unknown,United States,S,Unknown,ML / AI Engineer,Medium,False
2023,SE,FT,Machine Learning Engineer,268000,United States Dollar,268000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,MI,FT,Analytics Engineer,144628,United States Dollar,144628,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,MI,FT,Analytics Engineer,115702,United States Dollar,115702,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,144000,United States Dollar,144000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Data Analyst,106400,United States Dollar,106400,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,81800,United States Dollar,81800,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Analyst,93500,United States Dollar,93500,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Engineer,208200,United States Dollar,208200,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,151200,United States Dollar,151200,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Scientist,270000,United States Dollar,270000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,Executive,FT,Data Engineer,194500,United States Dollar,194500,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,Executive,FT,Data Engineer,115500,United States Dollar,115500,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,Data Analyst,140000,United States Dollar,140000,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Data Analyst,100000,United States Dollar,100000,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Medium,False
2023,EN,FT,Data Analyst,50000,United States Dollar,50000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,EN,FT,Data Analyst,40000,United States Dollar,40000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,Data Analyst,80000,British Pound Sterling,98432,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Medium,False
2023,MI,FT,Data Analyst,45000,British Pound Sterling,55368,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Analytics Engineering Manager,325000,British Pound Sterling,399880,United Kingdom,Unknown,United Kingdom,L,Unknown,Data Analyst / BI,Very High,False
2023,EN,FT,Data Engineer,38000,Euro,41027,Spain,Unknown,Spain,L,Unknown,Data Engineer,Low,False
2023,SE,FT,Machine Learning Engineer,155000,United States Dollar,155000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Machine Learning Engineer,100000,United States Dollar,100000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Medium,False
2023,SE,FT,Data Architect,280100,United States Dollar,280100,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Architect,168100,United States Dollar,168100,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,High,False
2023,SE,FT,Machine Learning Scientist,120000,United States Dollar,120000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Medium,False
2023,SE,FT,Data Engineer,149040,United States Dollar,149040,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Engineer,113900,United States Dollar,113900,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,Machine Learning Scientist,165000,United States Dollar,165000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Machine Learning Scientist,145000,United States Dollar,145000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Data Architect,274450,United States Dollar,274450,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Architect,199600,United States Dollar,199600,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,MI,FT,Data Engineer,83500,United States Dollar,83500,United States,Unknown,United States,M,Unknown,Data Engineer,Low,False
2023,SE,FT,Business Intelligence Developer,140000,United States Dollar,140000,Canada,Unknown,Canada,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Business Intelligence Developer,76500,United States Dollar,76500,Canada,Unknown,Canada,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Architect,306000,United States Dollar,306000,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Architect,204000,United States Dollar,204000,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Analyst,136000,United States Dollar,136000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,104000,United States Dollar,104000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,MI,FT,Research Scientist,280000,United States Dollar,280000,United Kingdom,Unknown,United Kingdom,L,Unknown,Research,Very High,False
2023,Executive,FT,Data Scientist,250000,United States Dollar,250000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,MI,FT,Data Engineer,70000,United States Dollar,70000,United States,Unknown,United States,M,Unknown,Data Engineer,Low,False
2023,SE,FT,Data Scientist,157000,United States Dollar,157000,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Analyst,140700,United States Dollar,140700,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Data Analyst,109600,United States Dollar,109600,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Machine Learning Engineer,278000,United States Dollar,278000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,173000,United States Dollar,173000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Data Engineer,305000,United States Dollar,305000,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Analyst,155000,United States Dollar,155000,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Data Analyst,120000,United States Dollar,120000,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Medium,False
2023,EN,FT,Data Scientist,24000,United States Dollar,24000,United States,Unknown,United States,M,Unknown,Data Scientist,Low,False
2023,SE,FT,Machine Learning Infrastructure Engineer,165400,United States Dollar,165400,United Kingdom,Unknown,United Kingdom,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Machine Learning Infrastructure Engineer,127300,United States Dollar,127300,United Kingdom,Unknown,United Kingdom,M,Unknown,ML / AI Engineer,Medium,False
2023,SE,FT,Business Intelligence Engineer,259000,United States Dollar,259000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Business Intelligence Engineer,138750,United States Dollar,138750,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,192000,United States Dollar,192000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,178000,United States Dollar,178000,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Scientist,218000,United States Dollar,218000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,85000,United States Dollar,85000,United States,Unknown,United States,M,Unknown,Data Scientist,Low,False
2023,SE,FT,Data Specialist,132000,United States Dollar,132000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Specialist,71500,United States Dollar,71500,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Analytics Engineer,215050,United States Dollar,215050,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Analytics Engineer,113100,United States Dollar,113100,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,123000,United States Dollar,123000,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,SE,FT,Research Scientist,168400,United States Dollar,168400,United States,Unknown,United States,M,Unknown,Research,High,False
2023,SE,FT,Data Analyst,136505,United States Dollar,136505,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,100895,United States Dollar,100895,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,275300,United States Dollar,275300,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,183500,United States Dollar,183500,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Scientist,168400,United States Dollar,168400,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Scientist,105200,United States Dollar,105200,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,MI,FT,Data Architect,240000,United States Dollar,240000,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,MI,FT,Data Manager,120000,United States Dollar,120000,United States,Unknown,United States,M,Unknown,Management,Medium,False
2023,MI,FT,Data Analyst,93000,United States Dollar,93000,United States,Unknown,United States,L,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Engineer,190000,United States Dollar,190000,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,237400,United States Dollar,237400,United Kingdom,Unknown,United Kingdom,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,132870,United States Dollar,132870,United Kingdom,Unknown,United Kingdom,M,Unknown,ML / AI Engineer,Medium,False
2023,SE,FT,Data Engineer,105000,United States Dollar,105000,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,Machine Learning Engineer,317070,United States Dollar,317070,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,170730,United States Dollar,170730,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Data Engineer,158700,United States Dollar,158700,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Engineer,123906,United States Dollar,123906,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,Data Engineer,166000,United States Dollar,166000,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,MI,FT,Data Engineer,75000,Euro,80976,Spain,Unknown,Spain,M,Unknown,Data Engineer,Low,False
2023,MI,FT,Data Engineer,62000,Euro,66940,Spain,Unknown,Spain,M,Unknown,Data Engineer,Low,False
2023,Executive,FT,Data Engineer,333500,United States Dollar,333500,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,Executive,FT,Data Engineer,180500,United States Dollar,180500,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Machine Learning Engineer,242921,United States Dollar,242921,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,170045,United States Dollar,170045,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,MI,FT,Data Engineer,62000,British Pound Sterling,76284,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Engineer,Low,False
2023,Executive,FT,Data Engineer,257400,United States Dollar,257400,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,Executive,FT,Data Engineer,210600,United States Dollar,210600,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,MI,FT,Data Operations Specialist,65000,United States Dollar,65000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,Data Operations Specialist,50000,United States Dollar,50000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Engineer,293000,United States Dollar,293000,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,Executive,FT,Director of Data Science,260000,United States Dollar,260000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,Executive,FT,Director of Data Science,192000,United States Dollar,192000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,MI,FT,Machine Learning Scientist,125000,United States Dollar,125000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Medium,False
2023,EN,FT,Business Intelligence Data Analyst,99000,United States Dollar,99000,United States,Unknown,United States,L,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Machine Learning Engineer,233000,United States Dollar,233000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,166000,United States Dollar,166000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Data Engineer,185100,United States Dollar,185100,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Engineer,127600,United States Dollar,127600,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,Machine Learning Engineer,241000,United States Dollar,241000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,163000,United States Dollar,163000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Data Scientist,118000,United States Dollar,118000,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,SE,FT,Machine Learning Engineer,311000,United States Dollar,311000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,162540,United States Dollar,162540,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,MI,FT,Insight Analyst,42000,British Pound Sterling,51676,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,Insight Analyst,35000,British Pound Sterling,43064,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,Executive,FT,Data Scientist,258750,United States Dollar,258750,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,Executive,FT,Data Scientist,145000,United States Dollar,145000,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Scientist,190000,United States Dollar,190000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,165000,United States Dollar,165000,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Engineer,153600,United States Dollar,153600,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Engineer,106800,United States Dollar,106800,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,ETL Developer,182850,United States Dollar,182850,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,High,False
2023,SE,FT,ETL Developer,113000,United States Dollar,113000,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Medium,False
2023,SE,FT,Data Architect,85000,British Pound Sterling,104584,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Architecture / Infrastructure,Medium,False
2023,SE,FT,Data Architect,75000,British Pound Sterling,92280,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Architecture / Infrastructure,Low,False
2023,MI,FT,Data Analyst,126000,United States Dollar,126000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,MI,FT,Data Analyst,86400,United States Dollar,86400,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Engineer,232760,United States Dollar,232760,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,169280,United States Dollar,169280,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Scientist,240350,United States Dollar,240350,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,174800,United States Dollar,174800,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Engineer,154000,United States Dollar,154000,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Engineer,116000,United States Dollar,116000,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,Data Analyst,153600,United States Dollar,153600,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Data Analyst,107500,United States Dollar,107500,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,MI,FT,Data Analyst,94100,United States Dollar,94100,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Medium,False
2023,MI,FT,Data Analyst,72400,United States Dollar,72400,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,ML Engineer,178000,United States Dollar,178000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,ML Engineer,152000,United States Dollar,152000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Data Scientist,233200,United States Dollar,233200,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,NLP Engineer,210000,United States Dollar,210000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,NLP Engineer,160000,United States Dollar,160000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Data Analyst,206000,United States Dollar,206000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Data Engineer,146100,United States Dollar,146100,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Engineer,112400,United States Dollar,112400,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Engineer,Medium,False
2023,MI,FT,Data Specialist,110000,United States Dollar,110000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,150120,United States Dollar,150120,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Scientist,120096,United States Dollar,120096,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,SE,FT,Machine Learning Engineer,253000,United States Dollar,253000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,168000,United States Dollar,168000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Analytics Engineer,178600,United States Dollar,178600,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Analytics Engineer,142880,United States Dollar,142880,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Data Science Manager,255000,United States Dollar,255000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Science Manager,169000,United States Dollar,169000,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,MI,FT,Data Scientist,100000,United States Dollar,100000,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,MI,FT,Data Engineer,151410,United States Dollar,151410,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,MI,FT,Data Engineer,144200,United States Dollar,144200,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,EN,FT,Data Scientist,151410,United States Dollar,151410,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,EN,FT,Data Scientist,115360,United States Dollar,115360,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,MI,FT,Analytics Engineer,193170,United States Dollar,193170,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,False
2023,MI,FT,Analytics Engineer,116480,United States Dollar,116480,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,Executive,FT,Director of Data Science,200000,British Pound Sterling,246080,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Scientist,Very High,False
2023,Executive,FT,Director of Data Science,165000,British Pound Sterling,203016,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Scientist,Very High,False
2023,Executive,FT,Head of Data,110000,British Pound Sterling,135344,United Kingdom,Unknown,United Kingdom,M,Unknown,Management,Medium,False
2023,Executive,FT,Head of Data,90000,British Pound Sterling,110736,United Kingdom,Unknown,United Kingdom,M,Unknown,Management,Medium,False
2023,Executive,FT,Head of Data,329500,United States Dollar,329500,United States,Unknown,United States,M,Unknown,Management,Very High,False
2023,Executive,FT,Head of Data,269600,United States Dollar,269600,United States,Unknown,United States,M,Unknown,Management,Very High,False
2023,SE,FT,Data Architect,250500,United States Dollar,250500,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Architect,159500,United States Dollar,159500,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,High,False
2023,SE,FT,Research Scientist,198800,United States Dollar,198800,United States,Unknown,United States,M,Unknown,Research,Very High,False
2023,SE,FT,Research Scientist,105200,United States Dollar,105200,United States,Unknown,United States,M,Unknown,Research,Medium,False
2023,EN,FT,Data Analyst,94035,United States Dollar,94035,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,EN,FT,Data Analyst,57920,United States Dollar,57920,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Analyst,113600,United States Dollar,113600,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,256000,United States Dollar,256000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Analyst,116000,United States Dollar,116000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Computer Vision Engineer,245000,United States Dollar,245000,United Kingdom,Unknown,United Kingdom,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Computer Vision Engineer,210000,United States Dollar,210000,United Kingdom,Unknown,United Kingdom,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,283200,United States Dollar,283200,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,188800,United States Dollar,188800,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,MI,FT,NLP Engineer,2700000,Indian Rupee,32834,India,Unknown,India,M,Unknown,ML / AI Engineer,Low,False
2023,SE,FT,Research Scientist,205640,United States Dollar,205640,United States,Unknown,United States,M,Unknown,Research,Very High,False
2023,SE,FT,Research Scientist,142600,United States Dollar,142600,United States,Unknown,United States,M,Unknown,Research,High,False
2023,SE,FT,Data Engineer,193200,United States Dollar,193200,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,156400,United States Dollar,156400,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Machine Learning Engineer,196000,United States Dollar,196000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,121000,United States Dollar,121000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Medium,False
2023,SE,FT,Data Engineer,132300,United States Dollar,132300,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,244000,United States Dollar,244000,Canada,Unknown,Canada,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,197000,United States Dollar,197000,Canada,Unknown,Canada,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Science Manager,328000,United States Dollar,328000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Science Manager,211000,United States Dollar,211000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,237000,United States Dollar,237000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,201450,United States Dollar,201450,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,ML Engineer,229000,United States Dollar,229000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,ML Engineer,206000,United States Dollar,206000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Data Scientist,231000,United States Dollar,231000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,ML Engineer,183750,United States Dollar,183750,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,ML Engineer,165400,United States Dollar,165400,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Analytics Engineer,152900,United States Dollar,152900,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Analytics Engineer,117700,United States Dollar,117700,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,285800,United States Dollar,285800,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,154600,United States Dollar,154600,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Operations Engineer,289120,United States Dollar,289120,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Operations Engineer,192400,United States Dollar,192400,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,EN,FT,Applied Machine Learning Scientist,4000000,Indian Rupee,48644,India,Unknown,Germany,L,Unknown,ML / AI Engineer,Low,True
2023,MI,FT,Data Scientist,35000,United States Dollar,35000,India,Unknown,India,L,Unknown,Data Scientist,Low,False
2023,SE,FT,Data Engineer,230000,United States Dollar,230000,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,MI,FT,AWS Data Architect,258000,United States Dollar,258000,United States,Unknown,United States,L,Unknown,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Scientist,196000,United States Dollar,196000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,121000,United States Dollar,121000,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
