occupation,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,occupation_short
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2020-Q4,7.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2021-Q1,9.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2021-Q2,9.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2021-Q3,8.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2021-Q4,8.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2022-Q1,8.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2022-Q2,7.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2022-Q3,8.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2022-Q4,8.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2023-Q1,9.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2023-Q2,9.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2023-Q3,9.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2023-Q4,8.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2024-Q1,7.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2024-Q2,7.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2024-Q3,7.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2024-Q4,8.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2025-Q1,8.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HR,CROATIA,2025-Q2,8.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2019-Q4,11.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2020-Q1,9.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2020-Q2,9.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2020-Q3,10.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2020-Q4,9.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2021-Q1,10.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2021-Q2,12.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2021-Q3,12.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2021-Q4,11.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2022-Q1,11.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2022-Q2,10.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2022-Q3,10.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2022-Q4,11.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2023-Q1,11.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2023-Q2,11.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2023-Q3,12.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2023-Q4,13.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2024-Q1,15.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2024-Q2,15.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2024-Q3,15.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2024-Q4,14.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2025-Q1,14.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,HU,HUNGARY,2025-Q2,14.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2019-Q4,11.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2020-Q1,11.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2020-Q2,11.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2020-Q3,12.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2020-Q4,12.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2021-Q1,13.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2021-Q2,14.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2021-Q3,14.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2021-Q4,14.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2022-Q1,14.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2022-Q2,14.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2022-Q3,14.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2022-Q4,14.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2023-Q1,14.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2023-Q2,14.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2023-Q3,14.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2023-Q4,15.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2024-Q1,15.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2024-Q2,15.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2024-Q3,14.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2024-Q4,14.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2025-Q1,13.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IE,IRELAND,2025-Q2,13.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2019-Q4,11.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2020-Q1,10.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2020-Q2,10.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2020-Q3,10.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2020-Q4,10.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2021-Q1,10.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2021-Q2,10.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2021-Q3,10.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2021-Q4,10.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2022-Q1,10.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2022-Q2,10.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2022-Q3,10.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2022-Q4,10.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2023-Q1,10.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2023-Q2,11.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2023-Q3,11.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2023-Q4,11.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2024-Q1,11.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2024-Q2,10.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2024-Q3,11.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2024-Q4,11.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2025-Q1,11.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,IT,ITALY,2025-Q2,11.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2019-Q4,10.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2020-Q1,10.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2020-Q2,11.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2020-Q3,12.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2020-Q4,12.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2021-Q1,12.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2021-Q2,13.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2021-Q3,14.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2021-Q4,13.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2022-Q1,14.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2022-Q2,14.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2022-Q3,13.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2022-Q4,13.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2023-Q1,14.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2023-Q2,15.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2023-Q3,15.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2023-Q4,15.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2024-Q1,14.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2024-Q2,14.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2024-Q3,14.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2024-Q4,14.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2025-Q1,14.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LT,LITHUANIA,2025-Q2,14.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2019-Q4,5.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2020-Q1,4.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2020-Q2,4.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2020-Q3,5.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2021-Q2,5.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2021-Q3,4.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2021-Q4,4.9,OTHER ICT SPECIALISTS
